ID,Area,Priority,Package Weight (kg)
3342,5th Settlement,1,7.1
3343,Maadi,5,1.8
3344,Maadi,2,2.5
3345,New Cairo,2,9.4
3346,Maadi,2,2.8
3347,Mohandessin,5,9.9
3348,Helwan,5,1.3
3349,Giza,1,9.7
3350,5th Settlement,3,9.5
3351,Ain Shams,5,7.2
3352,Maadi,1,3.0
3353,Garden City,3,8.3
3354,Nasr City,5,1.8
3355,Agouza,1,6.6
3356,Shubra,3,7.3
3357,Manial,5,8.7
3358,Rehab,2,2.1
3359,Mohandessin,5,3.3
3360,Shubra,2,6.3
3361,Ain Shams,3,4.5
3362,Madinaty,1,1.6
3363,Rehab,2,5.0
3364,Dokki,2,8.2
3365,Dokki,3,5.7
3366,Dokki,2,0.3
3367,Manial,2,8.2
3368,Zamalek,4,0.8
3369,Shubra,1,2.5
3370,Downtown,1,7.3
3371,Shubra,4,6.1
3372,Nasr City,1,0.3
3373,Zamalek,3,1.4
3374,Manial,1,1.5
3375,Nasr City,1,7.9
3376,Giza,1,5.5
3377,Madinaty,5,2.1
3378,Dokki,3,8.9
3379,Downtown,2,3.4
3380,New Cairo,5,0.7
3381,Maadi,1,1.3
3382,Heliopolis,5,5.5
3383,Ain Shams,2,8.9
3384,Garden City,1,0.1
3385,Shubra,2,2.3
3386,6th of October,2,3.6
3387,Shubra,1,9.2
3388,Heliopolis,2,5.0
3389,6th of October,3,1.1
3390,Giza,1,0.9
3391,Zamalek,1,3.7
3392,Dokki,4,6.1
3393,Manial,2,5.4
3394,Downtown,3,6.8
3395,6th of October,3,6.3
3396,New Cairo,4,8.8
3397,New Cairo,1,6.7
3398,Downtown,2,7.9
3399,Shubra,4,3.3
3400,Madinaty,1,7.2
3401,Ain Shams,3,1.2
3402,Giza,2,1.5
3403,Shubra,3,1.9
3404,Ain Shams,4,3.3
3405,Ain Shams,5,7.0
3406,Giza,2,8.0
3407,Garden City,4,8.0
3408,Madinaty,5,4.2
3409,5th Settlement,5,5.4
3410,Shubra,1,8.2
3411,Ain Shams,5,5.9
3412,Garden City,1,5.8
3413,Nasr City,2,2.4
3414,Nasr City,3,9.9
3415,Downtown,1,5.6
3416,Helwan,3,0.7
3417,Downtown,3,8.5
3418,5th Settlement,4,4.7
3419,Garden City,1,2.5
3420,Heliopolis,2,7.5
3421,Nasr City,4,3.8
3422,Heliopolis,5,3.8
3423,Manial,2,0.8
3424,Helwan,2,0.4
3425,Zamalek,1,0.9
3426,Ain Shams,2,5.7
3427,Madinaty,2,7.7
3428,6th of October,4,7.5
3429,Giza,4,4.2
3430,Nasr City,3,7.8
3431,Maadi,1,1.2
3432,Dokki,5,6.1
3433,Shubra,4,1.7
3434,Rehab,5,6.8
3435,New Cairo,5,7.1
3436,Garden City,4,5.1
3437,New Cairo,1,9.3
3438,Downtown,2,5.3
3439,Maadi,2,4.1
3440,5th Settlement,5,4.0
3441,Rehab,4,8.4
3442,Shubra,4,3.2
3443,Helwan,4,1.7
3444,Heliopolis,1,2.0
3445,Manial,3,0.9
3446,6th of October,2,0.4
3447,Zamalek,2,5.5
3448,6th of October,2,6.0
3449,Maadi,2,5.6
3450,Agouza,5,2.8
3451,Madinaty,1,0.5
3452,Zamalek,3,0.6
3453,Helwan,3,0.2
3454,Sheikh Zayed,2,9.6
3455,Shubra,3,3.2
3456,Heliopolis,3,9.7
3457,Sheikh Zayed,1,4.1
3458,Downtown,1,5.1
3459,Shubra,4,5.9
3460,Maadi,3,5.9
3461,Rehab,1,1.7
3462,Zamalek,2,8.9
3463,Downtown,2,8.9
3464,Sheikh Zayed,5,9.9
3465,Manial,5,9.9
3466,Giza,4,9.3
3467,Giza,3,7.9
3468,Ain Shams,1,3.7
3469,Shubra,2,8.9
3470,Manial,5,2.2
3471,Downtown,5,0.8
3472,Madinaty,1,6.3
3473,Downtown,3,8.1
3474,Zamalek,4,5.5
3475,Giza,2,1.0
3476,Dokki,1,9.3
3477,Helwan,3,2.9
3478,Dokki,4,1.0
3479,Madinaty,3,2.7
3480,Rehab,2,7.7
3481,Agouza,4,9.4
3482,6th of October,4,0.5
3483,Manial,2,4.1
3484,Sheikh Zayed,5,4.5
3485,Helwan,1,9.5
3486,Sheikh Zayed,4,6.9
3487,Maadi,5,2.7
3488,Maadi,2,9.8
3489,5th Settlement,1,7.0
3490,Heliopolis,3,1.6
3491,Agouza,4,3.8
3492,Garden City,4,8.6
3493,Zamalek,3,8.8
3494,5th Settlement,4,4.7
3495,Dokki,1,1.2
3496,Shubra,4,9.2
3497,Giza,1,2.1
3498,Manial,4,3.2
3499,Madinaty,1,2.2
3500,Maadi,5,2.9
3501,Madinaty,2,1.6
3502,Giza,5,6.4
3503,Manial,4,0.4
3504,Helwan,4,0.7
3505,Mohandessin,1,9.8
3506,Nasr City,4,2.2
3507,Dokki,1,2.8
3508,New Cairo,4,1.5
3509,Rehab,4,0.9
3510,New Cairo,2,5.3
3511,Zamalek,4,8.3
3512,6th of October,2,3.5
3513,Ain Shams,4,2.1
3514,Dokki,4,4.8
3515,Agouza,4,3.6
3516,5th Settlement,5,8.2
3517,Agouza,5,2.1
3518,Giza,1,1.5
3519,Rehab,2,1.6
3520,Giza,1,5.0
3521,Ain Shams,3,7.9
3522,Nasr City,4,5.3
3523,Downtown,4,9.4
3524,Agouza,1,6.4
3525,Mohandessin,4,0.5
3526,Dokki,5,7.0
3527,Helwan,2,3.8
3528,Agouza,1,9.5
3529,Helwan,1,3.8
3530,6th of October,5,3.1
3531,Heliopolis,4,8.2
3532,Rehab,4,6.5
3533,Helwan,5,4.2
3534,Giza,1,4.3
3535,Rehab,4,9.3
3536,5th Settlement,5,3.8
3537,Ain Shams,4,1.7
3538,Ain Shams,3,2.9
3539,Heliopolis,1,7.1
3540,Heliopolis,1,8.1
3541,Manial,4,6.5
3542,Manial,5,1.1
3543,Rehab,5,1.1
3544,Maadi,3,5.9
3545,Mohandessin,2,8.5
3546,5th Settlement,4,7.8
3547,Madinaty,1,1.2
3548,Rehab,4,3.6
3549,Shubra,1,9.1
3550,Garden City,5,9.4
3551,New Cairo,3,2.9
3552,Ain Shams,2,8.4
3553,Ain Shams,1,0.1
3554,Downtown,3,0.3
3555,Sheikh Zayed,5,8.4
3556,Dokki,5,3.2
3557,Garden City,5,9.9
3558,Mohandessin,5,9.7
3559,Maadi,5,6.5
3560,Shubra,2,4.3
3561,Giza,5,4.1
3562,Garden City,1,1.7
3563,Downtown,5,7.1
3564,Agouza,4,1.3
3565,New Cairo,5,8.4
3566,Giza,2,1.7
3567,Nasr City,4,1.0
3568,Agouza,2,0.2
3569,5th Settlement,1,0.4
3570,Nasr City,2,5.8
3571,Helwan,2,9.8
3572,Garden City,3,2.5
3573,Garden City,4,2.0
3574,Maadi,3,7.7
3575,Downtown,1,0.9
3576,Agouza,1,6.4
3577,Manial,1,1.2
3578,6th of October,3,1.2
3579,Zamalek,1,9.0
3580,Helwan,2,5.0
3581,Madinaty,1,4.0
3582,Madinaty,1,4.2
3583,Ain Shams,4,2.2
3584,Rehab,2,8.9
3585,Nasr City,2,1.9
3586,Manial,1,6.6
3587,Giza,3,1.3
3588,Manial,5,4.9
3589,Dokki,5,5.5
3590,Heliopolis,2,7.4
3591,5th Settlement,1,6.1
3592,Downtown,2,5.2
3593,Heliopolis,2,8.7
3594,Downtown,2,0.4
3595,Downtown,3,0.9
3596,Mohandessin,1,2.8
3597,5th Settlement,3,3.6
3598,Madinaty,4,4.7
3599,Shubra,2,5.2
3600,Mohandessin,3,2.6
3601,Heliopolis,5,9.6
3602,Agouza,3,8.0
3603,Mohandessin,4,1.7
3604,Rehab,4,4.4
3605,New Cairo,3,6.0
3606,Manial,4,6.3
3607,Agouza,3,4.4
3608,Zamalek,4,3.8
3609,Maadi,5,1.8
3610,Ain Shams,3,2.6
3611,Sheikh Zayed,3,6.1
3612,Heliopolis,2,4.0
3613,Ain Shams,2,8.1
3614,Zamalek,2,3.6
3615,Helwan,2,6.6
3616,Heliopolis,1,7.8
3617,Nasr City,3,3.3
3618,Agouza,3,2.2
3619,5th Settlement,1,9.0
3620,Manial,2,3.9
3621,Heliopolis,5,5.3
3622,Manial,1,2.9
3623,Ain Shams,4,5.8
3624,Giza,2,3.2
3625,Madinaty,4,2.1
3626,New Cairo,4,0.6
3627,Rehab,2,1.3
3628,Agouza,4,6.1
3629,Nasr City,3,2.4
3630,Agouza,1,0.3
3631,6th of October,2,9.1
3632,Shubra,1,8.4
3633,Sheikh Zayed,1,9.0
3634,Nasr City,1,3.4
3635,Ain Shams,3,4.8
3636,Helwan,4,2.8
3637,Giza,4,0.9
3638,Shubra,3,6.2
3639,Rehab,4,7.0
3640,Heliopolis,3,8.5
3641,Heliopolis,1,9.4
3642,Nasr City,2,2.3
3643,Giza,4,1.1
3644,Zamalek,2,2.3
3645,Helwan,5,7.3
3646,Maadi,3,9.9
3647,Maadi,1,8.8
3648,6th of October,1,0.6
3649,Manial,4,2.7
3650,Dokki,2,2.8
3651,Heliopolis,2,5.9
3652,Downtown,5,3.3
3653,Ain Shams,4,8.9
3654,Sheikh Zayed,5,6.7
3655,Madinaty,4,2.5
3656,Giza,4,9.8
3657,New Cairo,3,2.3
3658,Helwan,5,7.1
3659,Garden City,2,8.4
3660,Zamalek,4,7.0
3661,Nasr City,2,0.7
3662,Shubra,2,4.7
3663,Giza,2,4.9
3664,Sheikh Zayed,5,8.2
3665,6th of October,4,8.6
3666,Sheikh Zayed,1,6.6
3667,Garden City,3,9.1
3668,Rehab,5,3.9
3669,Shubra,2,5.2
3670,Ain Shams,2,0.8
3671,Agouza,1,6.9
3672,Heliopolis,1,1.6
3673,Rehab,2,2.5
3674,Madinaty,5,2.7
3675,New Cairo,1,4.6
3676,Zamalek,3,9.3
3677,Downtown,4,4.4
3678,Sheikh Zayed,3,5.1
3679,New Cairo,3,0.6
3680,Shubra,4,1.1
3681,Mohandessin,4,2.0
3682,New Cairo,5,1.8
3683,Sheikh Zayed,4,6.1
3684,Maadi,2,1.2
3685,Garden City,1,9.6
3686,Maadi,5,0.6
3687,Zamalek,5,2.7
3688,Garden City,5,1.1
3689,Shubra,4,7.0
3690,Garden City,3,4.0
3691,Dokki,2,5.0
3692,6th of October,5,3.5
3693,Nasr City,1,3.0
3694,Manial,4,1.9
3695,Garden City,2,7.4
3696,Zamalek,2,3.2
3697,Rehab,2,2.0
3698,Madinaty,4,9.6
3699,Dokki,3,3.4
3700,Dokki,1,8.8
3701,Madinaty,5,6.0
3702,Garden City,4,0.1
3703,Nasr City,5,1.2
3704,6th of October,2,6.8
3705,Dokki,2,5.3
3706,Heliopolis,3,7.8
3707,Giza,4,8.1
3708,Helwan,5,5.0
3709,Madinaty,3,2.6
3710,Nasr City,3,3.7
3711,Giza,5,3.1
3712,Manial,4,7.8
3713,Sheikh Zayed,1,1.2
3714,Ain Shams,2,1.6
3715,Downtown,3,6.6
3716,Garden City,5,5.0
3717,Ain Shams,3,7.4
3718,Zamalek,2,2.1
3719,Shubra,1,9.2
3720,5th Settlement,4,9.7
3721,Sheikh Zayed,2,9.9
3722,Helwan,3,2.7
3723,Ain Shams,3,4.0
3724,Maadi,5,3.2
3725,Giza,5,5.2
3726,Rehab,5,1.3
3727,Helwan,3,9.7
3728,Nasr City,4,1.2
3729,Downtown,4,9.3
3730,Sheikh Zayed,3,6.8
3731,Dokki,3,6.3
3732,Zamalek,3,4.9
3733,Maadi,2,0.3
3734,Agouza,1,2.9
3735,6th of October,1,0.6
3736,Nasr City,1,4.4
3737,Helwan,3,2.6
3738,Sheikh Zayed,5,7.9
3739,Zamalek,3,1.6
3740,Mohandessin,4,1.5
3741,Zamalek,3,5.9
3742,Madinaty,3,2.3
3743,Shubra,4,2.6
3744,Heliopolis,3,4.1
3745,Manial,3,9.2
3746,Ain Shams,3,1.8
3747,Downtown,2,8.1
3748,Ain Shams,5,2.6
3749,6th of October,1,2.1
3750,Rehab,5,3.0
3751,Ain Shams,1,1.9
3752,Rehab,3,1.5
3753,Helwan,4,5.1
3754,Rehab,4,3.6
3755,Rehab,1,9.6
3756,Nasr City,4,9.1
3757,Downtown,5,1.0
3758,Garden City,5,9.1
3759,Downtown,5,5.2
3760,Agouza,3,5.5
3761,Shubra,2,0.6
3762,Nasr City,4,4.1
3763,Sheikh Zayed,4,8.1
3764,Zamalek,1,8.4
3765,Heliopolis,3,2.8
3766,6th of October,5,6.0
3767,Giza,1,4.9
3768,Agouza,5,1.3
3769,Maadi,2,7.4
3770,5th Settlement,4,5.2
3771,Downtown,3,1.5
3772,Nasr City,4,6.3
3773,Mohandessin,1,6.3
3774,Downtown,5,0.8
3775,Sheikh Zayed,1,8.8
3776,Heliopolis,4,2.5
3777,Sheikh Zayed,4,0.3
3778,Heliopolis,3,4.0
3779,Dokki,2,4.1
3780,5th Settlement,3,8.4
3781,Rehab,5,8.2
3782,Downtown,1,1.3
3783,Garden City,2,1.9
3784,5th Settlement,2,5.2
3785,6th of October,3,4.8
3786,Agouza,4,6.7
3787,New Cairo,4,3.7
3788,Heliopolis,4,3.9
3789,Ain Shams,2,4.2
3790,Rehab,1,0.4
3791,Nasr City,5,5.7
3792,Manial,4,3.1
3793,Helwan,2,0.5
3794,Rehab,3,4.7
3795,Dokki,3,0.2
3796,Sheikh Zayed,2,5.1
3797,Sheikh Zayed,4,3.6
3798,Dokki,2,5.2
3799,Agouza,3,3.6
3800,Downtown,3,4.6
3801,6th of October,4,7.9
3802,Madinaty,4,0.8
3803,Manial,2,9.6
3804,Sheikh Zayed,5,5.8
3805,Giza,5,2.7
3806,Helwan,5,9.6
3807,Shubra,1,6.2
3808,Dokki,2,0.5
3809,Heliopolis,4,1.1
3810,Madinaty,3,9.3
3811,Garden City,1,7.6
3812,Dokki,4,9.0
3813,Ain Shams,1,7.6
3814,New Cairo,1,0.7
3815,Zamalek,4,0.5
3816,Manial,1,7.7
3817,Giza,1,9.2
3818,Shubra,2,7.0
3819,Agouza,5,9.9
3820,New Cairo,4,2.1
3821,6th of October,2,4.4
3822,Dokki,4,2.1
3823,Mohandessin,1,8.2
3824,Heliopolis,2,5.9
3825,Downtown,1,0.4
3826,Ain Shams,5,3.7
3827,Zamalek,3,5.5
3828,Sheikh Zayed,4,1.9
3829,Mohandessin,5,2.0
3830,Sheikh Zayed,3,8.3
3831,5th Settlement,2,3.6
3832,Rehab,4,8.0
3833,Zamalek,5,6.3
3834,Sheikh Zayed,3,0.9
3835,Madinaty,2,1.1
3836,5th Settlement,3,0.6
3837,6th of October,3,0.3
3838,Helwan,1,4.0
3839,Dokki,3,8.7
3840,Agouza,2,0.8
3841,Manial,5,8.5
3842,Manial,1,3.2
3843,Heliopolis,5,5.5
3844,New Cairo,1,4.8
3845,Ain Shams,3,0.4
3846,Maadi,2,2.1
3847,Giza,1,2.1
3848,Zamalek,5,2.4
3849,Maadi,3,9.1
3850,Ain Shams,5,9.8
3851,Zamalek,5,7.4
3852,Downtown,3,4.8
3853,Heliopolis,1,7.3
3854,Garden City,3,5.0
3855,6th of October,2,4.4
3856,Maadi,1,0.3
3857,Mohandessin,5,7.8
3858,Shubra,1,6.1
3859,Maadi,4,5.6
3860,Downtown,4,7.7
3861,5th Settlement,2,7.0
3862,Heliopolis,5,1.2
3863,Helwan,3,9.8
3864,Ain Shams,1,2.0
3865,Zamalek,5,2.5
3866,Ain Shams,5,0.2
3867,Nasr City,2,5.7
3868,Zamalek,1,8.1
3869,Dokki,3,1.4
3870,Helwan,5,0.5
3871,Garden City,3,6.6
3872,Shubra,4,1.4
3873,Zamalek,1,6.6
3874,5th Settlement,2,2.6
3875,Helwan,2,5.0
3876,6th of October,3,4.5
3877,6th of October,2,7.8
3878,New Cairo,3,5.3
3879,Sheikh Zayed,1,7.0
3880,Ain Shams,5,0.6
3881,Zamalek,2,4.9
3882,Sheikh Zayed,2,9.1
3883,5th Settlement,2,3.1
3884,Downtown,1,1.3
3885,Rehab,4,9.8
3886,Nasr City,4,9.5
3887,New Cairo,3,8.4
3888,6th of October,1,5.9
3889,Manial,4,0.7
3890,Shubra,4,5.0
3891,Garden City,2,4.5
3892,Ain Shams,5,3.9
3893,6th of October,1,0.6
3894,Helwan,1,5.5
3895,Giza,3,9.1
3896,Agouza,2,8.1
3897,Giza,5,7.6
3898,Ain Shams,1,4.4
3899,5th Settlement,4,8.1
3900,6th of October,5,9.5
3901,Agouza,5,4.7
3902,New Cairo,2,7.7
3903,Rehab,2,9.6
3904,Nasr City,3,1.4
3905,New Cairo,1,8.0
3906,5th Settlement,3,10.0
3907,Shubra,1,3.4
3908,Helwan,3,6.2
3909,Manial,1,6.6
3910,Agouza,3,1.3
3911,Dokki,4,8.4
3912,Rehab,1,4.7
3913,Helwan,4,4.7
3914,5th Settlement,2,6.4
3915,Agouza,1,4.1
3916,Manial,5,2.8
3917,Zamalek,4,3.2
3918,New Cairo,3,1.9
3919,Downtown,2,8.7
3920,Downtown,5,6.3
3921,Garden City,1,6.6
3922,Dokki,5,6.6
3923,Agouza,3,8.6
3924,Garden City,1,0.5
3925,New Cairo,3,9.5
3926,Helwan,5,0.3
3927,Manial,2,7.2
3928,Zamalek,5,3.6
3929,Sheikh Zayed,1,4.5
3930,Giza,5,2.4
3931,Ain Shams,1,3.8
3932,6th of October,2,6.5
3933,Manial,3,0.3
3934,Ain Shams,3,3.4
3935,6th of October,5,4.8
3936,Helwan,1,0.4
3937,Downtown,5,3.0
3938,Manial,2,0.4
3939,Sheikh Zayed,5,8.1
3940,Helwan,2,7.9
3941,Agouza,1,3.9
3942,Downtown,4,6.6
3943,Zamalek,1,7.6
3944,Garden City,5,9.6
3945,Agouza,5,5.1
3946,5th Settlement,1,7.4
3947,Sheikh Zayed,1,8.5
3948,Sheikh Zayed,5,6.1
3949,New Cairo,2,4.5
3950,6th of October,2,8.4
3951,Helwan,2,3.4
3952,Heliopolis,2,4.6
3953,Ain Shams,3,4.5
3954,5th Settlement,5,0.9
3955,Helwan,4,0.9
3956,Rehab,4,6.1
3957,Downtown,5,2.4
3958,Ain Shams,5,2.5
3959,Manial,3,6.7
3960,Giza,3,8.0
3961,Ain Shams,4,1.3
3962,Downtown,5,5.1
3963,Mohandessin,2,5.0
3964,Nasr City,2,8.8
3965,New Cairo,5,1.3
3966,Madinaty,1,7.1
3967,Maadi,4,1.4
3968,Dokki,1,0.3
3969,Sheikh Zayed,4,1.4
3970,Helwan,2,9.1
3971,5th Settlement,2,4.1
3972,Heliopolis,3,7.1
3973,Giza,5,9.0
3974,Heliopolis,1,6.1
3975,Helwan,4,0.8
3976,Rehab,4,9.1
3977,Madinaty,2,3.0
3978,Agouza,5,7.4
3979,Nasr City,5,0.9
3980,Rehab,4,6.0
3981,Dokki,5,3.3
3982,New Cairo,1,7.3
3983,Madinaty,3,2.4
3984,Sheikh Zayed,5,0.6
3985,Ain Shams,3,5.8
3986,Giza,2,3.3
3987,Maadi,2,9.5
3988,New Cairo,5,4.4
3989,Giza,1,8.8
3990,Dokki,1,3.5
3991,Madinaty,4,2.9
3992,Dokki,3,2.3
3993,New Cairo,5,9.4
3994,Garden City,3,7.6
3995,Mohandessin,5,1.5
3996,Dokki,1,8.4
3997,Maadi,5,6.0
3998,Mohandessin,1,5.4
3999,Nasr City,3,4.9
4000,Agouza,4,2.1
4001,Sheikh Zayed,2,7.3
4002,6th of October,1,8.3
4003,Heliopolis,4,7.2
4004,Madinaty,3,8.9
4005,Downtown,3,1.0
4006,Heliopolis,3,7.3
4007,Garden City,1,8.1
4008,Sheikh Zayed,3,3.3
4009,Sheikh Zayed,1,2.8
4010,Giza,1,7.1
4011,Sheikh Zayed,3,4.4
4012,5th Settlement,1,2.0
4013,Nasr City,2,9.5
4014,Shubra,2,1.5
4015,New Cairo,4,6.8
4016,Dokki,4,1.6
4017,Mohandessin,1,2.9
4018,Mohandessin,1,9.5
4019,Madinaty,5,4.4
4020,Dokki,1,6.2
4021,New Cairo,5,4.2
4022,Agouza,2,3.9
4023,Madinaty,5,6.4
4024,Dokki,3,6.6
4025,6th of October,4,8.4
4026,Shubra,5,5.0
4027,Madinaty,3,3.6
4028,Heliopolis,3,1.1
4029,Rehab,3,4.3
4030,Ain Shams,1,2.5
4031,Giza,1,1.8
4032,Shubra,2,3.5
4033,Madinaty,4,7.8
4034,Garden City,1,6.1
4035,Sheikh Zayed,2,3.0
4036,Ain Shams,1,8.9
4037,Giza,3,5.7
4038,Ain Shams,4,6.8
4039,Ain Shams,4,8.1
4040,Maadi,3,2.7
4041,Garden City,3,4.9
4042,Maadi,3,6.4
4043,Garden City,5,4.5
4044,5th Settlement,2,8.8
4045,Heliopolis,5,7.8
4046,Downtown,5,6.1
4047,Nasr City,4,5.4
4048,Giza,3,1.0
4049,5th Settlement,1,7.7
4050,Sheikh Zayed,2,6.6
4051,Mohandessin,2,3.7
4052,Shubra,2,8.4
4053,Dokki,3,3.0
4054,Mohandessin,5,3.4
4055,Nasr City,1,7.4
4056,Sheikh Zayed,1,8.5
4057,Madinaty,1,5.1
4058,6th of October,1,1.7
4059,Garden City,1,2.4
4060,Heliopolis,4,2.8
4061,Downtown,3,6.6
4062,Zamalek,1,8.6
4063,Ain Shams,1,5.1
4064,5th Settlement,5,0.2
4065,Heliopolis,5,9.2
4066,Mohandessin,5,7.9
4067,Giza,4,8.6
4068,Nasr City,3,5.2
4069,Mohandessin,1,2.8
4070,Agouza,4,2.7
4071,Ain Shams,1,3.8
4072,Ain Shams,5,2.3
4073,6th of October,5,2.9
4074,Shubra,1,5.1
4075,Shubra,3,9.9
4076,Heliopolis,4,7.7
4077,Nasr City,4,2.3
4078,Rehab,3,7.7
4079,Heliopolis,3,4.8
4080,Zamalek,1,3.4
4081,Mohandessin,4,5.7
4082,Zamalek,2,6.0
4083,Madinaty,5,4.1
4084,Agouza,2,7.3
4085,Madinaty,3,0.7
4086,Giza,2,4.2
4087,Agouza,5,0.5
4088,Nasr City,3,4.1
4089,5th Settlement,4,6.9
4090,Giza,2,5.5
4091,Madinaty,5,3.3
4092,Zamalek,1,5.6
4093,Zamalek,4,4.3
4094,Nasr City,2,1.4
4095,Heliopolis,2,5.2
4096,Heliopolis,1,2.1
4097,Madinaty,2,8.9
4098,Sheikh Zayed,4,6.3
4099,5th Settlement,4,1.5
4100,6th of October,1,4.1
4101,6th of October,3,4.4
4102,Manial,3,5.3
4103,Dokki,2,5.7
4104,Mohandessin,5,3.0
4105,Helwan,5,9.5
4106,Madinaty,4,6.1
4107,Giza,2,2.2
4108,Madinaty,1,1.7
4109,Dokki,2,3.2
4110,Nasr City,3,4.8
4111,Mohandessin,1,7.0
4112,Giza,1,5.4
4113,Rehab,5,0.7
4114,Helwan,5,1.6
4115,Helwan,1,8.8
4116,New Cairo,3,9.3
4117,Ain Shams,5,8.2
4118,Helwan,5,7.3
4119,New Cairo,5,7.7
4120,Mohandessin,1,5.5
4121,Heliopolis,2,6.0
4122,New Cairo,5,2.9
4123,Sheikh Zayed,5,1.1
4124,Shubra,3,6.5
4125,Agouza,5,5.8
4126,Manial,4,2.8
4127,Nasr City,2,2.2
4128,Zamalek,5,9.9
4129,Dokki,4,1.6
4130,Giza,1,8.8
4131,Maadi,2,9.0
4132,Rehab,4,5.2
4133,Giza,3,6.7
4134,Heliopolis,2,5.1
4135,Shubra,4,5.6
4136,Helwan,3,7.1
4137,Giza,5,8.4
4138,Manial,2,0.9
4139,New Cairo,2,9.6
4140,5th Settlement,4,8.4
4141,New Cairo,1,5.0
4142,Ain Shams,3,5.6
4143,Helwan,4,1.9
4144,Helwan,4,7.7
4145,5th Settlement,2,2.2
4146,Dokki,1,3.9
4147,Helwan,5,2.0
4148,Agouza,3,2.0
4149,Helwan,3,3.4
4150,Nasr City,5,5.1
4151,New Cairo,4,2.8
4152,New Cairo,3,4.0
4153,Agouza,1,6.3
4154,Madinaty,5,8.6
4155,Madinaty,2,6.4
4156,5th Settlement,1,4.8
4157,Nasr City,5,0.5
4158,Downtown,2,9.0
4159,Downtown,1,8.7
4160,Heliopolis,1,4.3
4161,Maadi,3,4.5
4162,5th Settlement,3,1.1
4163,Mohandessin,5,9.8
4164,Giza,3,7.4
4165,Dokki,5,9.0
4166,Helwan,5,7.2
4167,Shubra,4,0.2
4168,Maadi,1,8.4
4169,Sheikh Zayed,2,2.0
4170,Zamalek,2,7.3
4171,New Cairo,5,4.5
4172,Sheikh Zayed,4,2.1
4173,Nasr City,3,1.8
4174,Helwan,1,2.8
4175,Agouza,1,3.5
4176,Rehab,1,5.7
4177,Zamalek,2,1.3
4178,Dokki,3,7.3
4179,Nasr City,2,6.0
4180,Mohandessin,3,7.9
4181,Garden City,3,4.7
4182,Mohandessin,2,8.4
4183,Shubra,3,3.2
4184,Downtown,5,1.9
4185,Garden City,2,3.2
4186,Mohandessin,2,2.8
4187,New Cairo,4,9.8
4188,Madinaty,3,2.7
4189,Helwan,5,5.8
4190,Dokki,1,4.6
4191,Agouza,4,9.5
4192,Agouza,2,1.6
4193,Ain Shams,3,9.9
4194,6th of October,2,6.5
4195,Sheikh Zayed,5,3.5
4196,New Cairo,1,8.3
4197,Mohandessin,3,5.2
4198,New Cairo,1,2.3
4199,Sheikh Zayed,2,9.2
4200,Rehab,5,4.8
4201,Agouza,4,3.3
4202,Maadi,3,6.6
4203,Helwan,1,7.0
4204,Madinaty,3,1.7
4205,Heliopolis,2,3.4
4206,6th of October,2,9.1
4207,Dokki,1,4.7
4208,Manial,4,4.4
4209,Ain Shams,4,6.0
4210,Garden City,3,4.8
4211,Manial,3,7.3
4212,Shubra,3,4.9
4213,Garden City,5,0.5
4214,Ain Shams,3,1.2
4215,Shubra,5,9.5
4216,Sheikh Zayed,2,0.4
4217,Manial,5,9.2
4218,Agouza,2,2.1
4219,Giza,1,1.4
4220,6th of October,2,9.7
4221,Rehab,4,8.0
4222,Nasr City,2,1.7
4223,Dokki,3,2.1
4224,Dokki,2,3.1
4225,Ain Shams,1,8.6
4226,Downtown,5,7.3
4227,Helwan,1,8.5
4228,Helwan,1,4.8
4229,Shubra,2,4.8
4230,Shubra,4,9.1
4231,Heliopolis,4,7.1
4232,Downtown,4,1.4
4233,6th of October,4,7.8
4234,5th Settlement,1,6.0
4235,Agouza,1,3.5
4236,Manial,2,2.3
4237,Helwan,3,7.7
4238,Nasr City,5,3.5
4239,Shubra,1,6.0
4240,Downtown,4,6.5
4241,Mohandessin,3,2.0
4242,Giza,4,4.4
4243,Ain Shams,2,6.6
4244,Shubra,4,2.9
4245,Ain Shams,2,0.4
4246,Sheikh Zayed,1,1.7
4247,Zamalek,3,4.7
4248,Heliopolis,4,6.9
4249,Nasr City,2,8.1
4250,Agouza,5,3.3
4251,Rehab,1,3.9
4252,Shubra,4,4.9
4253,6th of October,4,7.7
4254,Heliopolis,5,2.7
4255,Rehab,5,8.1
4256,Madinaty,3,3.8
4257,Helwan,1,8.5
4258,Ain Shams,5,7.9
4259,Zamalek,2,7.6
4260,Agouza,3,0.2
4261,Manial,4,2.1
4262,Rehab,3,4.4
4263,Madinaty,4,0.5
4264,Manial,3,3.7
4265,Giza,3,2.6
4266,Nasr City,5,7.7
4267,6th of October,3,2.7
4268,Rehab,3,4.2
4269,Maadi,5,3.0
4270,Maadi,5,1.2
4271,Garden City,2,7.4
4272,Heliopolis,2,0.9
4273,Madinaty,4,7.3
4274,Helwan,4,8.9
4275,Garden City,5,6.9
4276,Maadi,1,5.7
4277,Maadi,2,3.3
4278,Heliopolis,4,6.1
4279,Zamalek,3,5.2
4280,6th of October,4,9.3
4281,Dokki,3,4.1
4282,Zamalek,4,7.2
4283,Mohandessin,5,9.7
4284,6th of October,5,2.7
4285,Garden City,1,5.2
4286,Madinaty,2,3.8
4287,Ain Shams,3,7.6
4288,Dokki,3,7.5
